1468544940,31.025522,121.426745
1468544945,31.025161,121.426909
1468544950,31.024800,121.427072
1468544955,31.024439,121.427236
1468544960,31.024078,121.427399
1468544965,31.024555,121.427597
1468544970,31.024671,121.427958
1468544975,31.024787,121.428319
1468544980,31.024903,121.428680
1468544985,31.025020,121.429041
1468544990,31.025136,121.429402
1468544995,31.025252,121.429763
1468545000,31.025368,121.430124
1468545005,31.025484,121.430485
1468545010,31.025007,121.430310
1468545015,31.024646,121.430476
1468545020,31.024285,121.430643
1468545025,31.023924,121.430809
1468545030,31.023563,121.430975
1468545035,31.023202,121.431141
1468545040,31.022841,121.431307
1468545045,31.022371,121.430780
1468545050,31.021874,121.430419
1468545055,31.021377,121.430058
1468545060,31.020881,121.429697
1468545065,31.020384,121.429336
1468545070,31.019888,121.428975
1468545075,31.019391,121.428614
1468545080,31.018895,121.428253
1468545085,31.018398,121.427892
1468545090,31.018574,121.430290
1468545095,31.018686,121.430651
1468545100,31.018797,121.431012
1468545105,31.018909,121.431373
1468545110,31.019020,121.431734
1468545115,31.019132,121.432095
1468545120,31.019243,121.432456
1468545125,31.019355,121.432817
1468545130,31.019466,121.433178
1468545135,31.019577,121.433539
1468545140,31.019689,121.433900
1468545145,31.019800,121.434261
1468545150,31.019912,121.434622
1468545155,31.020023,121.434983
1468545160,31.020135,121.435344
1468545165,31.020246,121.435705
1468545170,31.020357,121.436066
1468545175,31.020469,121.436427
1468545180,31.020580,121.436788
1468545185,31.020692,121.437149
1468545190,31.020803,121.437510
1468545195,31.020915,121.437871
1468545200,31.021026,121.438232
1468545205,31.021138,121.438593
1468545210,31.021249,121.438954
1468545215,31.021360,121.439315
1468545220,31.021472,121.439676
1468545225,31.021583,121.440037
1468545230,31.021695,121.440398
1468545235,31.021806,121.440759
1468545240,31.021918,121.441120
1468545245,31.022029,121.441481
1468545250,31.022141,121.441842
1468545255,31.022252,121.442203
1468545260,31.022363,121.442564
1468545265,31.022475,121.442925
1468545270,31.022586,121.443286
1468545275,31.022698,121.443647
1468545280,31.022809,121.444008
1468545285,31.022921,121.444369
1468545290,31.023032,121.444730
1468545295,31.023143,121.445091
1468545300,31.023255,121.445452
1468545305,31.023366,121.445813
1468545310,31.023478,121.446174
1468545315,31.023589,121.446535
1468545320,31.023701,121.446896
1468545325,31.023812,121.447257
1468545330,31.023924,121.447618
1468545335,31.024035,121.447979
1468545340,31.024146,121.448340
1468545345,31.025187,121.448537
1468545350,31.025548,121.448350
1468545355,31.025909,121.448162
1468545360,31.026270,121.447974
1468545365,31.026631,121.447786
1468545370,31.026992,121.447599
1468545375,31.027353,121.447411
1468545380,31.027714,121.447223
1468545385,31.028075,121.447035
1468545390,31.028436,121.446848
1468545395,31.028797,121.446660
1468545400,31.029158,121.446472
1468545405,31.029519,121.446284
1468545410,31.029804,121.446111
1468545415,31.030176,121.445750
1468545420,31.030549,121.445389
1468545425,31.030921,121.445028
1468545430,31.031293,121.444667
1468545435,31.031665,121.444306
1468545440,31.032038,121.443945
1468545445,31.032410,121.443584
1468545450,31.032782,121.443223
